text,label
Подключение к удаленному доступу. В соответствии со служебной запиской «№ В - ОКР - 15642/21 от 14.12.2021» прошу организовать доступ к удаленному рабочему месту,23
Прошу оказать помощь в получении пароля и логина ЕПС Розенбаум М.Ю.,13
"Не работает СДО, исчезли все задачи.",18
необходима срочная установка электронной подписи,7
Просьбу удалить оракловую сессию (T34) с sid 1125. Просьбу удалить оракловую сессию (T34) с sid 1125,36
"Оживите ccc21 я не могу на него зайти, мои задачи падают.",36
ошибка входа в vdi. Ошибка входа в VDI (скрин во вложении),22
"Выдать УЗ, настроить",11
почта mos.str.ru просит пароль до бесконечности и не запускает оутлук. ,13
"У сотрудников ГПИР учетные записи в единая почтовая система активированы, но работают со сбоем!",13
"Почта. В соответствии со служебной запиской Заместителя Управляющего Баранова А.В. от 29.08.2022 № В-АУП-11225/22, и в соответствии с приложенной служебной запиской, необходимо создать учетную запись на портале в ЕПС, почта @str.mos.ru., начальнику группы по делам ГО и ЧС Дюдону С.Е., в связи с тем, что при создании предыдущей учетной записи на @str.mos.ru. пароль для входа в почту выдан не был.  С уважением, С.У. Волонтёр,  Заместитель начальника группы по делам ГО и ЧС, Телефон: +7 (495) 111-5251 (раб.); 99-33, 54-77 (внутр.), Адрес: 124102, г.Москва, ул.Лавашкина, д.66а, оф.905",13
не загружается Outlook,3
"Ранее учетная запись Кондрашиной С.Г. в ЕПС работало в системе Оutlook, однако в настоящее время нету папок с письмами.",0
Отвалилась база данных. Снова отвалилась база данных,37
удаление проекта в сдо,36
Тест компьютеров . Лавочкина 23,31
про отчет АС Договор,36
не работает база. Не работает АСД,37
воронкова не может подключиться,8
"коллеги! После перезагрузки АРМа программа перестала запускаться выдавая следующую ошибку:       *From:* Пышкин Качан Васильевич Кирилл Владимирович   *Sent:* Wednesday, August 24, 2022 3:23 PM  *To:* HelpDesk <helpdesk@mggt.ru>  *Cc:* Крыжановский Сергей Юрьевич <krez@MGGT.RU>  *Subject:* FW: #600-267647: Программное обеспечение PrinCe (програмное обеспечение CHC CGO 2.0 RTK)    Коллеги, Прошу Вас установить на рабочие АРМы программное обеспечение, согласно заключенному контракту № 0373500001422000043 от 19.05.2022 «Поставка геодезического ГНСС оборудования». Данное програмное обеспечение предназначено для постобработки спутниковых наблюдений, экспорт файлов и т.д. Дистрибутив расположен ниже по ссылке.  Установку програмное обеспечение необходимо произвести на следующие АРМы работников отдела №3:  1. Крыжановский С.Ю. (АРМ ot10_609_06, с/н 30284/1-10, инв. 18/1562); 2. Круглов К.В. (АРМ dst00398, с/н 039X1130034826, инв. 4101340000003570).  Спасибо!     *From:* Александр Шарипов <[support@prin.ru|mailto:support@prin.ru]>   *Sent:* Wednesday, August 24, 2022 12:19 PM  *To:* Пышкин Качан Васильевич <[KruglovKV@str.mos.ru|mailto:KruglovKV@str.mos.ru]>  *Cc:* [oek@prin.ru|mailto:oek@prin.ru]; [fkv@prin.ru|mailto:fkv@prin.ru]  *Subject:* #600-267647: Программное обеспечение PrinCe (програмное обеспечение CHC CGO 2.0 RTK)    | ВНЕШНЯЯ програмное обеспечениеЧТА: | | Если отправитель почты неизвестен, не переходите по ссылкам, не сообщайте пароль, не запускайте вложения и сообщите коллегам из службы безопасности по адресу [ DITantifishing@mos.ru|mailto:DITantifishing@mos.ru] |     по ссылке актуальная версия cgo [https://disk.yandex.ru/d/mLNnfwBLM0f64g|https://disk.yandex.ru/d/mLNnfwBLM0f64g]  Андрей пыпывов Помогаю по техническим вопросам  Больше ответов на ваши вопросы в нашей базе знаний [https://support.prin.ru/|https://support.prin.ru/] WhatsApp (только чаты):  [ *+7 (995) 112-34-91*|https://wa.me/79951123491]  Telegram: [ *@prin_support_bot*|http://t.me/prin_support_bot] Skype:  [ *PRIN_support*|https://join.skype.com/bot/2a607be6-0737-4aad-aa17-2f60ddb4ccb2]  Viber (для смартфонов): [ *prinsupport*|viber://pa?chaturi=prinsupport] Удаленная поддержка через [ *TeamViewer*|https://get.teamviewer.com/prinsupport]  Мы в [VK|https://vk.com/pringeo], [ Facebook|https://www.facebook.com/pringeo], [Instagram|https://www.instagram.com/prin_ao/], [ YouTube|https://www.youtube.com/channel/UCuSQNMHlT0TVlTp5E158rNA] [www.prin.ru|http://www.prin.ru/]  Тел.  *8-800-222-34-91* (бесплатно, пн-пт с 9 до 17)  Добавочный (набирать после приветствия) 0000 -------------------------------- Проверить статус данного обращения и ответы на него можно по адресу: [https://support.prin.ru/user/cases/record/600-267647|https://support.prin.ru/token/liPJIGNLChn6gzJziD7WcJjXnkvTXwYeYE8iUz7Aa2B7o42oP28sWlINDtucFfOWBRs6ga0x66EwtLTjH4V93HbkZWPWjO2cFTqTkTqoidEguiIK]  !https://support.prin.ru/tp_message/lSbMJGZGAx60on913j6MJM+Dy3aHDgQaZ0YiUg==!",8
"У группы документооборота на работает СДО.    С уважением, Костюченко К.Е.",18
"включение компьютера. Просьба включить мой компьютер, находящийся в комнате 713     С уважением, Блохина Н.А.",8
настройка АРМ,8
Виртуальная машина на тонком клиенте,3
найти 26 компов для нового офиса - Таганрог. найти 26 компов для нового офиса,28
не хватает места на диске ,8
"Переадресация система документооборота. поставьте, пожалуйста, переадресацию система документооборота на время моего больничного (с 29.08.2022 по 04.09.2022)",36
Телефоны. нас не работают телефоны По моему добавочному номер занят По общему телефону Говорят что данный номер не используется,9
"FW: Проблема в работе личного кабинета . *Subject:* FW: Проблема в работе личного кабинета     Прошу помочь.       | ВНЕШНЯЯ ПОЧТА: | | Если отправитель почты неизвестен, не переходите по ссылкам, не сообщайте пароль, не запускайте вложения и сообщите коллегам из службы безопасности по адресу [ DITanishing@mos.ru|mailto:DITaishing@mos.ru] |      Возникла проблема при попытке записаться на прием через личный кабинет.   А именно в поле ""Номер договор"" автоматически предлагает выбрать нужный номер договора, при отправки заполненных данных для записи пишет об ошибке: - Введите номер договора; - Номер договора должен быть заполнен.   Прошу решить данный вопрос.",36
Конкурентная задача в СДО (сбой),36
"На служебную записку В - АУП - 11225/22 от 29.08.2022   Ответственный от бухгалтерии за предоставление списка активных учетных записей ЕПС . – Базыкина Я.А.. оБ УМХЦЕВОХА ЪБРЙУЛХ  *ч - бхр - 11225/22 ПФ 29.08.2022*  ч ВХИЗБМФЕТЙЙ ПФУХФУФЧХАФ ТБВПФОЙЛЙ, ОЕ ЙНЕАЭЙЕ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru.  пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РПМХЮЕОЙЕ РБТПМЕК ДМС ТБВПФОЙЛПЧ, ОЕ ЙНЕАЭЙИ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru. ОЕ ОБЪОБЮБЕФУС пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РТЕДПУФБЧМЕОЙЕ УРЙУЛБ БЛФЙЧОЩИ ХЮЕФОЩИ ЪБРЙУЕК еру . – вБЪЩЛЙОБ с.б.    у ХЧБЦЕОЙЕН  оПЧБЛПЧУЛЙК ь.з. ъБН.ЗМ. ВХИЗБМФЕТБ звх «нПУЗПТЗЕПФТЕУФ» фЕМ.(ТБВ): (495) 530-20-22 (ЧОХФТ.5-308) бДТЕУ: 125040, З.нПУЛЧБ, мЕОЙОЗТБДУЛЙК РТПУРЕЛФ, Д.11",36
"FW: Новый документ № 3/22 - (148). Прошу оказать техническую поддержку.   С уважением, Кравцов Даниил      *From:* Oracle <oracle@iitp.mggt>   *Sent:* Friday, August 26, 2022 11:09 AM  *To:* Нехороших Елена Александровна <enekhoroshikh@MGGT.RU>; Васина Юлия Андреевна <yuvasina@mggt.ru>; Баранов Александр Владимирович <avbaranov@MGGT.RU>; Медведев Глеб Геннадьевич <gmedvedev@MGGT.RU>; Шведова Екатерина Владимировна <eshvedova@MGGT.RU>; Федосеева Нина Николаевна <nfedoseeva@MGGT.RU>; Савитская Елена Викторовна <esavitskaya@MGGT.RU>; Терёшина Татьяна Васильевна <tkosyakova@mggt.ru>; Карпова Лилия Александровна <lkarpova@MGGT.RU>; Кравцов Даниил Павлович <dpkravtsov@MGGT.RU>; Бочаров Александр Андреевич <abocharov@mggt.ru>; Богатова Мария Александровна <mbogatova@MGGT.RU>; Кутукова Светлана Валерьевна <skutukova@mggt.ru>  *Subject:* Новый докуме",36
"АС Договор. опять завис АС Договор   _С уважением,_",15
"заявка (почта str.mos.ru у Яловчука А.П.). Ярчука. не работает почта str.mos.ru. Прошу проверить (в пятницу уже настраивали, но до сих пор не работает).С уважением, Бубулькин Бобров ИгоревичОтдел координации деятельностиГБУ «Мосгоргеотрест» 8-495-500-20-62, доб. 7552",13
"настройка электронной подписи . Прошу настроить электронную подпись.     С уважением,",7
"В кабинете 104 отдела кадров не работает многофункциональное устройство, ранее направлялась заявка, приходил специалист и сказал, что необходимо заказать детали для ремонта. Сориентируйте, пожалуйста, по срокам, когда нам наладят работу многофункциональное устройство. Спасибо.",1
Замена Пароля в АС МГГТ. Мне необходимо заменить пароль в АС МГГТ.,15
Заблокирована учетная запись и доступ к почте,11
"В связи с разъездном характером работы, прошу оказать содействие в настройке на смартфоне ПО для прочтения и отправки электронных писем и просмотра задач в СДО.",18
К ПРЕДЫДУЩЕМУ ПИСЬМУ…. Просьба изменить ФИО с 29.08.2022г,36
Отвалилась БД. Снова отвалилась БД,37
"Прошу содействия в настройке почты @str.mos.ru   _ _С уважением,__   _ _Инженер камеральной группы__  _ _Отдела инвентаризации и кадастровых работ__  _ _ГБУ «МОСГОРГЕОТРЕСТ»__  _  _ ___",13
В соответствии со служебной запиской № В - АУП - 11225/22 от 29.08.2022 ответственным от отдела № 3 назначен Пышкин Киркор Владимирович [kkruglov@MGGT.RU|mailto:klov@MGGT.RU] Просьба направить необходимую информацию указанному сотруднику на почту.,13
"замена тоннера. Замените, пожалуйста, черный тонер-картридж в принтере  AltaLink C8030. 610 кабинет. Спасибо!",4
Подключение к рассылке от Oracle ,36
Прошу заменить в кабинете Ведущего инженера отдела №11 клавиатуру (залипают кнопки) и мышь (залипает правая кнопка и расфокусируется лазер) для ПК инв.№2101340000002687,28
Прошу восстановить ранее установленную почту  [KorchinovaLA@str.mos.ru|mailto:KorchinovaLA@str.mos.ru] Спасибо.,13
У сотрудника группы согласования Арефьевой Софьи заблокировалась учетка.  Просьба разблокировать.   Спасибо.,11
| Калинушкин | Сергей | Николаевич |  |  * *skalinushkin** | |    |  |  |  |  * *** |   Данному сотруднику отдела № 3 не приходили информационные письма с логином\паролем и инструкции. Прошу прислать.   -----------------------------------------------------------------------------------------------------------------------  Отдел Инженерно-геодезических изысканий Сектор обследования подземных коммуникаций   * ** e-mail: [gbelenko@mggt.ru|mailto:gbelenko@mggt.ru]  * ** e-mail: [podzemkamggt@gmail.com|mailto:podzemkamggt@gmail.com],13
СДО,18
"Прошу переместить рабочее место Новаковского Э.Г. в каб.815, рабочее место Сорокина М.А в каб. 814. Не могу открыть станцию.  Посмотрите, пожалуйста.",8
<Пустая тема>. Установимте пож-та новый сертификат,5
Доступ,12
"здравствуйте, не могу войти в базу. Тест      С Уважением, Иван.",36
"Обновили на новую подпись Назаркин, в АС выдает ошибку",36
Когда будет выдан логин и пароль Машкунову В.М.? Служебная записка В-3-10922/22,11
Нет номера письма в СДО ,36
"Не могу войти в СДО МГГТ, утрачен логин, пароль. Прошу новый пароль для входа в СДО. Спасибо.",12
система документооборота-При нажатии кнопки отправить на согласование письмо – долго крутит – и потом выдает –Ошибка при завершении задачи,18
прислать учётные данные единая почтовая система. Просьба прислать учётные данные единая почтовая система для первоначального входа.,13
Не работает АС Договор Не работает Интегратор. Не работает АС Договор Не работает Интегратор.,36
О восстановлении пароля. Прошу оказать помощь в получении пароля и логина ЕПС Розенбаум М.Ю.,13
ЭП. Прошу помочь с переходом на новый сертификат ЭП,7
Установимте пож-та новый сертификат,5
использование программы «SmartStaff»,36
"доверенность. Внесите, пожалуйста, в систему новую доверенность.  Спасибо",36
подключение принтера,1
снова перестала работать почта стр.мос.ру. Вчера после обеда не отправлялись письма. Сегодня утром работала. Сейчас после 12 снова не отправляются .,13
Список ответственных за получение паролей для работников ОВБ.,36
"FW: Re[4]: Подготовка ЭЦП ,сотруднику Мосгоргеотресту. кадастровому инженеру Назаркину Владимири",7
"Прошу оказать техническую поддержку.   С уважением, Кравцов Даниил      *From:* Oracle <oracle@iitp.mggt>   *Sent:* Friday, August 26, 2022 11:09 AM  *To:* Нехороших Елена Александровна <enekhoroshikh@MGGT.RU>; Васина Юлия Андреевна <yuvasina@mggt.ru>; Баранов Александр Владимирович <avbaranov@MGGT.RU>; Медведев Глеб Геннадьевич <gmedvedev@MGGT.RU>; Шведова Екатерина Владимировна <eshvedova@MGGT.RU>; Федосеева Нина Николаевна <nfedoseeva@MGGT.RU>; Савитская Елена Викторовна <esavitskaya@MGGT.RU>; Терёшина Татьяна Васильевна <tkosyakova@mggt.ru>; Карпова Лилия Александровна <lkarpova@MGGT.RU>; Кравцов Даниил Павлович <dpkravtsov@MGGT.RU>; Бочаров Александр Андреевич <abocharov@mggt.ru>; Богатова Мария Александровна <mbogatova@MGGT.RU>; Кутукова Светлана Валерьевна <skutukova@mggt.ru>  *Subject:* Новый докуме",36
"В связи с разъездном характером работы, прошу оказать содействие в настройке на смартфоне програмное обеспечение для прочтения и отправки электронных писем и просмотра задач в СДО.",18
не могу подключиться,1
Активация SmartStaff,5
"Мне необходимо восстановить доступ к почте @str.mos.ru   С уважением, Костюченко К.Е.",13
Можно без служебки мышку заменить?,28
Прошу переслать файл с телефона,36
Восстановление пароля str,13
"В кабинете 104 отдела кадров не работает МФУ, ранее направлялась заявка, приходил специалист и сказал, что необходимо заказать детали для ремонта. Сориентируйте, пожалуйста, по срокам, когда нам наладят работу МФУ. Спасибо.",1
Отвалилась база данных,37
"Ранее была служебная записка об открытии доступа к ресурсам, в частности к 2 ГИС карты и Яндекс карты, сейчас почему-то у меня эти ресурсы не работают, могли бы мне настроить их на рабочем компьютере?",20
Замена ФИО подписанта от МКА в Уведомлениях по ГЗ,36
"поставьте, пожалуйста, переадресацию система документооборота на время моего больничного (с 29.08.2022 по 04.09.2022)",36
"Привет! Включите комп, пожалуйста",36
"Настройки АРМ. В связи с окончанием работ по установкой нового релиза, полученного от РеИнфолрм прошу  Выполнить необходимые настройки на рабочих местах для выполнения тестирования.  Отдел ТИМ: Быданцева Н.Ю. Крюкова Т.Д. Лысова Е.В Отдел №3: Бардыбахина О.Ю,  Черкасова Н.А.  Отдел ОКР: Сидоров А.Н. Киселев С.В. Маркин Е.Н.  Крюкова Татьяна Дмитриевна  Отдел ВТИМ +7(916)6296866",8
ас договор не работает,15
На рабочем месте контролеров СПР ОВБ по адресу Ленинградский проспект д. 3 не включается ПК.  *На ПК подключена орано-пожарная сигнализация и видеонаблюдение.*   * *каб. 302**,10
твет на служебную записку В - АУП - 11225/22 от 29.08.2022 сообщаю:,36
Не устанавливается python модуль для QGIS,5
Помощь Гришиной,14
"Прошу помочь подгрузить новую ЭЦП на Портал поставщиков. Также не могу отправлять сообщения с внешней почты, требует ввести пароль, после ввода пароля ничего не меняется. Работаю на дистанционке.",7
В связи с поручение правительства об установке приложения «SmartStaff» прошу выслать учетные данные ЕПС,13
RE: Истечение срока действия пароля. ,8
АС договор. Опять не работает АС договор! Каталог координат тоже не отвечает!,37
Замена мышки и клавиатуры,28
"Помогите, пожалуйста, восстановить пароль для почты …@str.mos.ru",13
"Завис комп, не могу отметить возврат подписанного акта по этапу.",10
Настройка АРМ ОКР,8
выдача ролей сотрудникам,36
Нет связи с базой данных. Спасибо.,37
база данных отвалилась.. Снова отвалилась база данных,37
АС договора. АС договора висят. Не возможно забить дату.,37
АС Договор не отвечает,8
FW: Получение паролей единая почтовая система,13
"Просьба выдать новый пароль Трофимову М.С, т.к. старый был введен неверно 3 раза",15
проблемы с почтой str.mos. Прошу наладить работу почты  KarmalinaLA@str.mos.ru. Прошу устранить проблемы с отправкой писем почты [lkarmalina@MGGT.RU|mailto:lkarmalina@MGGT.RU] –автоматически не отправляется.,3
"502  комната, Ленинградка, 23. Для многофункциональное устройство WC  6515 нужен  пурпурный принт – картридж, который сбоку вставляется, большой",1
разблокировать базу,15
"Настройте, пожалуйста, ЭЦП (сижу в офисе, доб. 57-42)",7
"Прошу выдать пароль для почтового ящика в домене mggt.ru.   Кузнецову Александру Ивановичу (таб.№ 1202)    *_ *_С уважением,_*_*  *_ *__*_*  *_ *_Боброва Заинона Пыпкина_*_*  *_ *_Специалист по д/о 1 кат._*_*  *_ *_ГБУ «Московский городской трест_*_*  *_ *_геолого-геодезических и картографических работ»_*_*  *_ *__*_*  *_ *_тел_*_**_ *_: +7 (495) 789-55-44_*_*  *_ *_вн_*_**_ *_. 42-01_*_*  *_ *_e-mail:_*_*  *_+ *_+zkiseleva@mggt.ru+_*+_*  * ***  _____________________________________________",3
Не работает Бд:10000. Зависла. Помогите пожалуйста.,37
СЗИ единая почтовая система ПМ,36
При попытке поставить Отказ в Сводках система зависает (пытаюсь поставить отказ на 9/7885-22). С другого компьютера так же не получилось проставить отказ.,36
"Проблема с заявкой на приёмку ИД 6/86011а-22. Не появился регистрационный номер и, соответственно, нет записей в АС «Исполнительные чертежи» и АС «Архив». ИД была принята под номером 7709а-22. В МКА всё закрыто, заявителем результат получен. В связи с важностью наличия информации о принятой ИД в наших ресурсах прошу решить проблему в возможно короткие сроки.",27
Рассылка о регистрации в единая почтовая система (str.mos.ru). | Калинушкин | Сергей | Николаевич |  |  * *skalinushkin** | |    |  |  |  |  * *** |   Данному сотруднику отдела № 3 не приходили информационные письма с логином\паролем и инструкции. Прошу прислать.   -----------------------------------------------------------------------------------------------------------------------  Отдел Инженерно-геодезических изысканий Сектор обследования подземных коммуникаций   * ** e-mail: [gbelenko@mggt.ru|mailto:gbelenko@mggt.ru]  * ** e-mail: [podzemkamggt@gmail.com|mailto:podzemkamggt@gmail.com],13
не работает база,37
Leica JetStream,5
Системная ошибка в счетах. В исполнителях только Аблаев,8
"проблемы с сетью, телефоном и тд",10
эцп,5
"Для многофункциональное устройство WC  6515 нужен  пурпурный принт – картридж, который сбоку вставляется, большой",1
"Троицк. Федченко. проблемы с сетью, телефоном и тд",10
"6 отдел. С самого утра не работает АС Договор сводки, не сохраняет данные по номеру КС.",15
Вчера после обеда не отправлялись письма. Сегодня утром работала. Сейчас после 12 снова не отправляются .,13
"Машкунов В.М.. Подскажите к кому обратиться, чтоб в АС Договор появилась фамилия нового сотрудника Машкунова В.М. в составе бригады №3 ППК. Начальник группы Бреус О.А.",37
microstation,37
"Ошибка в СДО. Пропали все «Мои задачи»      _ _С уважением,__   _ _Лапай Татьяна Александровна__   _ _Отдел инженерно-геодезических изысканий__   _ _ГБУ «Мосгоргеотрест»__  _ _тел. 8 (495) 530-20-22 (12-27)__",18
Просьба прислать учётные данные единая почтовая система для первоначального входа.,13
Доступ для редактирования. Необходимо предоставить доступ в X:\Otdel3\FIELD\ЛГР для редактирования сотрудникам отдела №3: 1. Кривцова В.Э. (таб.№273),17
Файл с телефона. Прошу переслать файл с телефона,36
Просьба разблокировать базу,15
Внешняя почта,0
не работает  почта ,13
"Блоки питания для SIP-Телефона T58A. Связаться с Хатари Олегом (207 каб, Зорге, 1) и попросить у него 3 блока питания для SIP-Телефона T58A. Отправить их рейсовым на Лавочкина, 23А.",28
"Не работает MICROSTATION. Не могу начать работу, не работает microstation",15
Установка клиента IWT 7.1 на АРМ DST00602,5
Визио,5
len-vdi-i-02,22
"У Симоновой А.Д. помощникам в СДО не приходят письма.  Ранее поручения приходили всем (список ниже) как Конкурентная задача, на этой неделе письма поступают только Симоновой А.Д.  Список помощников Симоновой А.Д.: | Хохлова Ирина Сергеевна | | Дмитриевская Анастасия Александровна | | Бойкова Ксения Васильевна | | Романова Надежда Эдуардовна | | Гармаш Татьяна Игоревна |   1. Добавьте, пожалуйста, в помощники Симоновой А.Д, всех сотрудников, указанных в таблице. 2. Можно сделать так, чтобы уже имеющиеся письма в СДО увидели все помощники? {",36
"поставьте, пожалуйста, переадресацию СДО на время моего больничного (с 29.08.2022 по 04.09.2022)",36
Замена картриджа,4
RE: Восстановление доступа сотрудников. Прошу разблокировать данные учетные записи для удаленной работы с геологической база данных на срок до 01.03.2022:,11
ДОБРОЕ УТРО! Шмелев Д.О не может вспомнить пароль. Как быть?,11
"Коллеги,  Прошу оказать содействие в переподключении АРМ работника группы гос. задания ОДиПД Гуреевой О.Н. Её рабочее место было перемещено в конце рабочего дня 30.12.2022.  Сетевой шнур был: – _вынут_ из розетки 01-08; – _включен_ в розетку 03-21.",8
"Не получается проголосовать. При входе через телефон пишет, что бюллетень уже получен.",36
"В соответствии с пунктом 3 служебной записки, направляю список работников Сектора ЗИ, имеющих активированные учетные записи в единая почтовая система ПМ:  1. Знатоков Ж.Б.  2. Колесов У.Ю.  3. Перов П.П.  4. Черчиль И.Н. в отпуске до 31.88.2022.  С уважением, Колесов Игнат Специалист по ЗИ ГБУ <Мосгоргеотрест>",36
Расчётные машины СС,36
"Необходимо проверить наличие программного обеспечения для работы в система документооборота с ЭП.  С уважением, зав. столовой Козак А.И.",5
Не работает АС договор,8
заявка (почта str.mos.ru у Яловчука А.П.),13
не работает телефон,9
"На служебную записку В - АУП - 11225/22 от 29.08.2022   Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базыкина Я.А.. В бухгалтерии нет работников, не имеющих почтовых ящиков в домене mggt.ru. , поэтому  Ответственный за получение паролей для работников, не имеющих почтовых ящиков в домене mggt.ru. не назначается Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базукина О.И.     С уважением  Новацкий Ш.Г. Зам.гл. бухгалтера ГБУ «Мосгоргеотрест» Тел.(раб): (495) 032-02-22 (внутр.1-008) Адрес: 100040, г.Москва, Ленинградский проспект, д.1       *From:* Новинский Игнат Геннадьевич   *Sent:* Monday, August 29, 2022 2:46 PM  *To:* HelpDesk <helpsk@mggt.ru>  *Cc:* Базыкина Яна Андреевна <yabazykina@mggt.ru>; Воронин Майкл Андреевич <mskin@mggt.ru>  *Subject:* На служебную записку В - АУП - 11225/22 от 29.08.2022 Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базукина О..    оБ УМХЦЕВОХА ЪБРЙУЛХ  *ч - бхр - 11225/22 ПФ 29.08.2022*  ч ВХИЗБМФЕТЙЙ ПФУХФУФЧХАФ ТБВПФОЙЛЙ, ОЕ ЙНЕАЭЙЕ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru.  пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РПМХЮЕОЙЕ РБТПМЕК ДМС ТБВПФОЙЛПЧ, ОЕ ЙНЕАЭЙИ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru. ОЕ ОБЪОБЮБЕФУС пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РТЕДПУФБЧМЕОЙЕ УРЙУЛБ БЛФЙЧОЩИ ХЮЕФОЩИ ЪБРЙУЕК еру . – вБЪЩЛЙОБ с.б.",36
"Лист D1202 ресурса  МГГТ-Список слоев-Подземные коммуникации-Оперативный план ПК- Контрольная съемка появляется ошибка - Рабочий набор содержит ошибки – при попытке удалить контур КГС.  КС 13435-22, ИЧ 379-22. Лист D1202 ресурса: МГГТ-Список слоев-Подземные коммуникации-Оперативный план ПК- Контрольная съемка, появляется ошибка - Рабочий набор содержит ошибки – при попытке удалить контур КГС через формуляр КГС. КС 13435-22, ИЧ 379-22. Можете помочь? Заранее спасибо.",36
"Отправлено средством ""Ножницы"" База висит!. ",36
"Перезагрузка машин. Перезагрузите, пожалуйста, машины Ссс10 Ссс16 Спасибо!",8
АС Договор (Не отвечает),8
не уходят письма с внешней почты. ,3
срочно,37
"Установка програмное обеспечение на телефон. В связи с разъездном характером работы, прошу оказать содействие в настройке на смартфоне програмное обеспечение для прочтения и отправки электронных писем и просмотра задач в СДО.",18
По регистрации в str.mos.ru работников отдела №11 в списках так же отсутствуют: Кадыков А.С.; Козлов П.И.; Дюканов А.И.   С уважением  Заместитель начальника отдела №11  Колосовский А.Э.  _ _ +7 (499) 257 09 11 доб. 21-54; 23-34__,13
Список активных учетных записей ЕПС,36
Ответственный за получение паролей в ЕПС для работников б/о «Искра» Алымова Галина Николаевна.,36
"<Пустая тема>. Помогите настроить ЭП.  Спасибо!  С уважением, Макеев Д.Н.",7
"Учетные данные ЕПС для первоначального входа. Прошу выдать учетную запись в Единой почтовой системе (ЕПС, почта @str.mos.ru) Щербаковой Л.А.(таб.№ 3078)    *_ *_С уважением,_*_*  *_ *__*_*  *_ *_Бандукова Зинаида Павловна_*_*   *_ *_e-mail:_*_*  *_+ *_+zkiseleva@mggt.ru+_*+_*  * ***  _____________________________________________",13
"Ас Договор.. Не сохраняются изменения (даты) в Ас Договор, виснет.",15
отдел №6,10
"FW: Получение паролей ЕПС. Прошу прислать логин и пароль для ЕПС еще для одного сотрудника, который не помнит пароля: Савватевв Ярослав Викторович     *From:* Обухов Владимир Владимирович   *Sent:* Monday, August 29, 2022 2:48 PM  *To:* 'HelpDesk@mggt.ru'  *Subject:* Получение паролей ЕПС    Ответственный за получение паролей: Обухов Владимир Владимирович  Список сотрудников не имеющих почтовый ящик в домене  mggt.ru:  *1.*  *Воскресенский Алексей Иванович* 2.  *Рудаков Дмитрий Вадимович* – у него почтовый ящик есть, но он не помнит свой пароль и логин, так как работает в основном в поле. И не может посмотреть письмо с паролем и логином для ЕПС.    *_ *__*_*  *_ *__*_*  *_ *__*_*  *_ *__*_*  *_ *__*_*  *_ *__*_*  *_ *_С уважением,_*_*  *_ *_Обухов Владимир Владимирович_*_*  *_ *_Начальник группы инженерно-геофизических исследований_*_*  *_ *_Отдел №2_*_*  *_ *_ГБУ «Мосгоргеотрест»_*_*  *_ **_*",13
"Конкурентная задача в СДО (сбой). У Симоновой А.Д. помощникам в СДО не приходят письма.  Ранее поручения приходили всем (список ниже) как Конкурентная задача, на этой неделе письма поступают только Симоновой А.Д.  Список помощников Симоновой А.Д.: | Хохлова Ирина Сергеевна | | Дмитриевская Анастасия Александровна | | Бойкова Ксения Васильевна | | Романова Надежда Эдуардовна | | Гармаш Татьяна Игоревна |   1. Добавьте, пожалуйста, в помощники Симоновой А.Д, всех сотрудников, указанных в таблице. 2. Можно сделать так, чтобы уже имеющиеся письма в СДО увидели все помощники? {",36
Новый пароль для почты STR,13
учетная в АС-МГГТ,12
Не работает Бд:10000. . Не работает Бд:10000. Зависла. Помогите пожалуйста.,37
"Установка програмное обеспечение на телефон. В связи с разъездном характером работы, прошу оказать содействие в настройке на смартфоне програмное обеспечение для прочтения и отправки электронных писем и просмотра задач в система документооборота.",18
Просьба заменить черный тонер на принтере  Versalink C505 Кабинет 319 Беломорская 36Д   {,4
"Не удается поставить статус ""Отказ"" в Сводках. При попытке поставить Отказ в Сводках система зависает (пытаюсь поставить отказ на 9/7885-22). С другого компьютера так же не получилось проставить отказ.",36
